English,Marathi
We all know Tom.,टॉमला तर आम्ही सर्व ओळखतो.
We all know Tom.,टॉमला आपण सर्व ओळखतो.
We all know Tom.,टॉमला आपण सर्व ओळखतोच.
We are his sons.,आम्ही त्याची मुलं आहोत.
We are his sons.,आम्ही त्यांची मुलं आहोत.
We are teachers.,आम्ही शिक्षक आहोत.
We are teachers.,आपण शिक्षक आहोत.
We are teachers.,आम्ही शिक्षिका आहोत.
We are teachers.,आपण शिक्षिका आहोत.
We both saw Tom.,टॉमला आम्ही दोघांनी पाहिलं.
We both saw Tom.,टॉमला आपण दोघांनी पाहिलं.
We can help Tom.,आपण टॉमची मदत करू शकतो.
We can help Tom.,आम्ही टॉमची मदत करू शकतो.
We don't forget.,आम्ही विसरत नाही.
We eat fish raw.,आम्ही मासे कच्चे खातो.
We eat fish raw.,आपण मासे कच्चे खातो.
We eat together.,आम्ही एकत्र खातो.
We eat together.,आपण एकत्र खातो.
We have bananas.,आमच्याकडे केळी आहेत.
We made him cry.,आम्ही त्याला रडवलं.
We made him cry.,आपण त्याला रडवलं.
We met a writer.,आम्ही एका लेखकाला भेटलो.
We met a writer.,आपण एका लेखकाला भेटलो.
We need capital.,आपल्याला भांडवलाची गरज आहे.
We need capital.,आम्हाला भांडवलाची गरज आहे.
We never forget.,आम्ही कधीही विसरत नाही.
We never forget.,आपण कधीही विसरत नाही.
We run together.,आम्ही एकत्र धावतो.
We run together.,आपण एकत्र धावतो.
We sent flowers.,आम्ही फुलं पाठवली.
We sent flowers.,आपण फुलं पाठवली.
We speak French.,आम्ही फ्रेंच बोलतो.
We speak French.,आपण फ्रेंच बोलतो.
We study French.,आम्ही फ्रेंचचा अभ्यास करतो.
We study French.,आपण फ्रेंचचा अभ्यास करतो.
We want justice.,आम्हाला न्याय हवाय.
We want justice.,आपल्याला न्याय हवाय.
We want to live.,आम्हाला जगायचं आहे.
We want to live.,आपल्याला जगायचं आहे.
We were enemies.,आम्ही शत्रू होतो.
We were enemies.,आपण शत्रू होतो.
We were excited.,आम्ही उत्साहित होतो.
We were excited.,आपण उत्साहित होतो.
We were farmers.,आम्ही शेतकरी आहोत.
We were farmers.,आपण शेतकरी आहोत.
We were friends.,आम्ही मित्र होतो.
We were friends.,आपण मित्र होतो.
We were outside.,आम्ही बाहेर होतो.
We were outside.,आपण बाहेर होतो.
We were talking.,आम्ही बोलत होतो.
We were talking.,आपण बोलत होतो.
We won't forget.,आम्ही विसरणार नाही.
We won't forget.,आपण विसरणार नाही.
We'll catch Tom.,आपण टॉमला पकडू.
We'll catch Tom.,आम्ही टॉमला पकडू.
We'll need help.,आपल्याला मदत लागेल.
We'll need help.,आम्हाला मदत लागेल.
We'll need help.,आम्हाला मदतीची गरज पडेल.
We'll need help.,आपल्याला मदतीची गरज पडेल.
We'll need that.,आपल्याला त्याची गरज पडेल.
We'll need that.,आम्हाला त्याची गरज पडेल.
We'll try again.,आपण पुन्हा करून बघू या.
We'll try again.,आम्ही पुन्हा करून बघू.
We'll try again.,आम्ही पुन्हा प्रयत्न करू.
We'll try again.,आपण पुन्हा प्रयत्न करू.
We're Canadians.,आम्ही कॅनेडियन आहोत.
We're Canadians.,आपण कॅनेडियन आहोत.
We're all angry.,आपण सर्व रागावलेलो आहोत.
We're all angry.,आम्ही सर्व रागावलेलो आहोत.
We're all crazy.,आपण सर्वच वेडे आहोत.
We're all crazy.,आम्ही सर्व वेडे आहोत.
We're all going.,आम्ही सर्व चाललोय.
We're all going.,आपण सर्व चाललोय.
We're all ready.,आम्ही सगळे तयार आहोत.
We're all ready.,आपण सगळे तयार आहोत.
We're both rich.,आपण दोघेही श्रीमंत आहोत.
We're both rich.,आम्ही दोघेही श्रीमंत आहोत.
We're coming in.,आम्ही आत येतोय.
We're different.,आपण वेगळे आहोत.
We're different.,आम्ही वेगळे आहोत.
We're neighbors.,आम्ही शेजारी आहोत.
We're neighbors.,आपण शेजारी आहोत.
We're now alone.,आपण आता एकटे आहोत.
We're now alone.,आम्ही आता एकटे आहोत.
We're very poor.,आम्ही खूपच गरीब आहोत.
We're very poor.,आपण खूपच गरीब आहोत.
We've come home.,आम्ही घरी आलोय.
We've come home.,आपण घरी आलोय.
We've found Tom.,आम्हाला टॉम सापडला आहे.
